Вопрос,Ответ
"Что делать, если мои права на земельный участок нарушены?","В случае нарушения прав на земельный участок собственник, владелец, пользователь или арендатор вправе обратиться в суд за защитой своих прав в порядке, установленном гражданским процессуальным законодательством (статья 60 Земельного кодекса Российской Федерации).
    

51."
Что такое градостроительный регламент и как он влияет на использование земельного участка?,"Градостроительный регламент устанавливает в пределах границ соответствующей территориальной зоны виды разрешенного использования земельных участков, предельные (минимальные и (или) максимальные) размеры земельных участков и предельные параметры разрешенного строительства, реконструкции объектов капитального строительства, а также ограничения использования земельных участков и объектов капитального строительства (статья 1 Градостроительного кодекса Российской Федерации, применяется по аналогии).
    
52."
Где можно ознакомиться с правилами землепользования и застройки (ПЗЗ) муниципального образования?,"Правила землепользования и застройки утверждаются органами местного самоуправления и подлежат опубликованию в порядке, установленном для официального опубликования муниципальных правовых актов (статья 32 Градостроительного кодекса Российской Федерации).
    
53."
Нужно ли получать разрешение на строительство на земельном участке?,"В соответствии со статьей 51 Градостроительного кодекса Российской Федерации, строительство, реконструкция объектов капитального строительства осуществляются на основании разрешения на строительство, за исключением случаев, предусмотренных законом.
    
54."
Какие документы необходимы для получения разрешения на строительство?,"Перечень документов, необходимых для получения разрешения на строительство, установлен частью 7 статьи 51 Градостроительного кодекса Российской Федерации.
    
55."
Что такое публичные слушания по вопросам землепользования и застройки?,"Публичные слушания проводятся в целях обсуждения проектов генеральных планов, проектов правил землепользования и застройки, проектов планировки территорий и проектов межевания территорий (статья1 28 Градостроительного кодекса Российской Федерации).
    
56."
Как принять участие в публичных слушаниях по вопросам землепользования и застройки?,"Порядок организации и проведения публичных слушаний определяется уставом муниципального образования2 и (или) нормативными правовыми3 актами представительного органа муниципального образования (статья 28 Градостроительного кодекса Российской Федерации).
    
57."
Что такое сервитут прохода или проезда через соседний земельный участок?,"Сервитут прохода или проезда является одним из видов частного сервитута, устанавливаемого для обеспечения прохода или проезда через соседний земельный4 участок (статья 23 Земельного кодекса Российской Федерации).
    
58."
Как определить границы земельного участка на местности?,"Границы земельного участка на местности определяются на основании сведений, содержащихся в Едином государственном реестре недвижимости, а при их отсутствии - на5 основании документов, существовавших при образовании земельного участка (статья 39 Федерального6 закона ""О кадастровой деятельности"").
    
59."
"Что делать, если я обнаружил, что мой земельный участок меньше по площади, чем указано в документах?","В случае обнаружения несоответствия фактической площади земельного участка площади, указанной в документах, необходимо обратиться к кадастровому инженеру для проведения кадастровых работ по уточнению границ и площади земельного участка.
    
60."
Как разделить земельный участок на несколько самостоятельных участков?,"Раздел земельного участка осуществляется в соответствии со статьей 11.4 Земельного кодекса Российской Федерации при условии соблюдения требований к образуемым земельным участкам, установленных законодательством.
    
61."
Как объединить несколько смежных земельных участков в один?,"Объединение смежных земельных участков осуществляется в соответствии со статьей 11.6 Земельного7 кодекса Российской Федерации при условии, что образуемый земельный участок будет соответствовать требованиям законодательства.
    
62."
Что такое перераспределение земельных участков?,"Перераспределение земельных участков представляет собой образование нескольких земельных участков из одного земельного участка, находящегося в частной собственности, и одного или нескольких смежных земельных участков, находящихся в той же собственности (статья 11.7 Земельного кодекса Российской Федерации).
    
63."
"Как осуществляется образование земельных участков, находящихся в государственной или муниципальной собственности?","Образование земельных участков, находящихся в государственной или муниципальной собственности, осуществляется в соответствии со статьей 11.3 Земельного кодекса Российской Федерации на основании схемы расположения земельного участка или проекта межевания территории.
    
64."
Что такое схема расположения земельного участка на кадастровом плане территории?,"Схема расположения земельного участка на кадастровом плане территории представляет собой изображение границ образуемого земельного участка или образуемых земельных участков и местоположения таких земельных участков (статья 11.10 Земельного кодекса Российской Федерации).
    
65."
Что такое проект межевания территории?,"Проект межевания территории разрабатывается в целях образования одного или нескольких земельных участков, а также для установления, изменения, отмены красных линий (статья 43 Градостроительного кодекса Российской Федерации).
    
66."
Как приобрести земельный участок для индивидуального жилищного строительства (ИЖС)?,"Приобретение земельного участка для ИЖС, находящегося в государственной или муниципальной собственности, осуществляется, как правило, на торгах (аукционах). Граждане, имеющие право на бесплатное предоставление земельных участков, могут получить их в собственность без торгов (статья 39.5 Земельного кодекса Российской Федерации).
    
67."
"Какие требования предъявляются к земельным участкам, предназначенным для ИЖС?","Требования к земельным участкам для ИЖС устанавливаются градостроительными регламентами и правилами землепользования и застройки муниципального образования.
    
68."
Могу ли я построить дом на земельном участке сельскохозяйственного назначения?,"Строительство жилого дома на земельном участке сельскохозяйственного назначения, как правило, не допускается, за исключением случаев, предусмотренных федеральными законами (например, на земельных участках, используемых крестьянскими (фермерскими) хозяйствами).
    
69."
Как перевести земельный участок из одной категории в другую?,"Перевод земель из одной категории в другую осуществляется в порядке,8 установленном Федеральным законом от 21 декабря 2004 г. N 172-ФЗ ""О переводе земель или земельных участков из одной категории в другую"".
    
70."
Какие документы необходимы для перевода земельного участка из одной категории в другую?,"Перечень документов, необходимых для перевода земельного участка из одной категории в другую, установлен статьей 4 Федерального закона от 21 декабря 2004 г. N 172-ФЗ.
    
71."
Что такое охранные зоны и какие ограничения действуют в их пределах?,"Охранные зоны устанавливаются вокруг различных объектов (например, линий электропередачи, трубопроводов, объектов культурного наследия) и предусматривают особый режим использования земельных участков, расположенных в их границах (статья 1 Градостроительного кодекса Российской Федерации, применяется по аналогии). Ограничения использования устанавливаются в соответствии с законодательством.
    
72."
Что такое водоохранная зона и зона санитарной охраны источников питьевого и хозяйственно-бытового водоснабжения?,"Водоохранные зоны и зоны санитарной охраны устанавливаются в целях предотвращения загрязнения, засорения, заиления водных объектов и истощения их вод, а также охраны источников питьевого водоснабжения (статья 65 Водного кодекса Российской Федерации). В пределах этих зон действуют специальные ограничения на хозяйственную и иную деятельность.
    
73."
"Как узнать, входит ли мой земельный участок в границы зоны с особыми условиями использования территории?","Информация о границах зон с особыми условиями использования территории должна содержаться в Едином государственном реестре недвижимости и градостроительной документации.
    
74."
Что такое береговая полоса водного объекта общего пользования?,"Береговая полоса (полоса земли вдоль береговой линии водного объекта общего пользования) предназначена для общего пользования. Ширина береговой полосы водных объектов общего пользования составляет двадцать метров, за исключением береговой полосы морей и каналов, а также береговой полосы озер, расположенных на землях сельскохозяйственного назначения и в границах болот (статья 6 Водного кодекса Российской Федерации).
    
75."
Какие ограничения действуют в пределах береговой полосы?,"В пределах береговой полосы запрещается, в частности, приватизация земельных участков, строительство капитальных зданий и сооружений (за исключением гидротехнических сооружений, пляжей и др.).
    
76."
Что такое земли лесного фонда и как осуществляется их использование?,"Земли лесного фонда используются в соответствии с Лесным кодексом Российской Федерации для ведения лесного хозяйства, лесозаготовки и других видов лесопользования.
    
77."
"Могу ли я построить дом в лесу на участке, относящемся к землям лесного фонда?","Строительство капитальных объектов на землях лесного фонда, как правило, запрещено, за исключением случаев, предусмотренных Лесным кодексом Российской Федерации.
    
78."
Что такое земли водного фонда и как осуществляется их использование?,"Земли водного фонда используются в соответствии с Водным кодексом Российской Федерации для размещения водных объектов и гидротехнических сооружений.
    
79."
"Могу ли я огородить берег реки или озера, прилегающий к моему земельному участку?","Огораживание береговой полосы водного объекта общего пользования не допускается, так как она предназначена для общего пользования (статья 6 Водного кодекса Российской Федерации).
    
80."
Что такое земли сельскохозяйственного назначения и какие виды деятельности9 на них разрешены?,"На землях сельскохозяйственного назначения разрешено осуществление сельскохозяйственного производства, строительство зданий и сооружений, используемых для целей сельскохозяйственного производства, и иная деятельность, не противоречащая целевому назначению этих земель (статья 78 Земельного кодекса Российской Федерации).
    
81."
Как оформить наследство на земельный участок?,"Наследование земельного участка осуществляется в порядке, установленном гражданским законодательством. Для оформления наследства необходимо обратиться к нотариусу с заявлением о принятии наследства в течение шести месяцев со дня смерти наследодателя (статья 1154 Гражданского кодекса Российской Федерации).
    
82."
Какие документы необходимы для оформления наследства на земельный участок?,"Для оформления наследства на земельный участок необходимо представить нотариусу свидетельство о смерти наследодателя, документы, подтверждающие родственные отношения с наследодателем, правоустанавливающие документы на земельный участок, кадастровый паспорт земельного участка и другие необходимые документы.
    
83."
Что такое земельный налог и кто обязан его уплачивать?,"Земельный налог является местным налогом и обязателен к уплате собственниками земельных участков (статья 388 Налогового кодекса Российской Федерации).
    
84."
Как рассчитывается размер земельного налога?,"Размер земельного налога рассчитывается как произведение кадастровой стоимости земельного участка и налоговой ставки, установленной органами местного самоуправления (статья 390 Налогового кодекса Российской Федерации).
    
85."
Какие льготы по уплате земельного налога предусмотрены законодательством?,"Категории налогоплательщиков, имеющих право на налоговые льготы по земельному налогу, устанавливаются статьей 395 Налогового кодекса Российской Федерации и нормативными правовыми актами представительных органов муниципальных образований.
    
86."
"Что делать, если я не согласен с начисленным мне земельным налогом?","В случае несогласия с начисленным земельным налогом необходимо обратиться с заявлением о перерасчете в налоговый орган по месту нахождения земельного участка. Решение налогового органа может быть обжаловано в вышестоящий налоговый орган или в суд.
    
87."
"Что такое аренда земельного участка, находящегося в частной собственности?","Аренда земельного участка, находящегося в частной собственности, регулируется главой 34 Гражданского кодекса Российской Федерации. Договор аренды заключается между собственником земельного участка (арендодателем) и арендатором.
    
88."
"Какие права и обязанности возникают у арендатора земельного участка, находящегося в частной собственности?","Права и обязанности арендатора земельного участка, находящегося в частной собственности, определяются договором аренды и гражданским законодательством (статьи 606-625 Гражданского кодекса Российской Федерации).
    
89."
"Может ли собственник земельного участка продать его, если он находится в аренде?","Продажа земельного участка, находящегося в аренде, допускается. При этом арендатор имеет преимущественное право покупки арендуемого земельного участка, за исключением случаев, предусмотренных законом (статья 621 Гражданского кодекса Российской Федерации).
    
90."
Что такое ипотека земельного участка?,"Ипотека земельного участка представляет собой залог земельного участка в обеспечение исполнения денежного обязательства (например, по кредитному договору) (Федеральный закон от 16 июля 1998 г. N 102-ФЗ ""Об ипотеке (залоге недвижимости)"").
    
91."
Как зарегистрировать ипотеку земельного участка?,"Договор об ипотеке земельного участка подлежит государственной регистрации в Едином государственном реестре недвижимости (статья 10 Федерального закона ""Об ипотеке (залоге недвижимости)"").
    
92."
"Что делать, если банк обратил взыскание на заложенный земельный участок?","В случае обращения взыскания на заложенный земельный участок он подлежит реализации в порядке, установленном Федеральным законом ""Об ипотеке (залоге недвижимости)"".
    
93."
"Что такое земельные участки, предназначенные для ведения садоводства или огородничества?","Земельные участки, предназначенные для ведения садоводства или огородничества, относятся к землям сельскохозяйственного назначения и используются для выращивания плодовых, ягодных, овощных и иных сельскохозяйственных культур, а также для отдыха (Федеральный закон от 29 июля 2017 г. N 217-ФЗ ""О ведении гражданами садоводства и огородничества для собственных нужд и о внесении изменений в отдельные законодательные акты Российской Федерации"").
    
94."
Можно ли построить жилой дом на садовом земельном участке?,"На садовом земельном участке может быть размещен садовый дом, который предназначен для сезонного использования. На огородном земельном участке строительство капитальных зданий и сооружений запрещено (Федеральный закон от 29 июля 2017 г. N 217-ФЗ).
    
95."
Что такое земли общего пользования садоводческого или огороднического некоммерческого товарищества?,"К землям общего пользования относятся земельные участки, предназначенные для общего использования собственниками земельных участков, расположенных в границах территории садоводства или огородничества, и занятые дорогами, проездами, площадями, стоянками автомобильного транспорта, водопроводными и канализационными сетями, линиями электропередачи, площадками для сбора твердых коммунальных отходов, иными объектами общего пользования (Федеральный закон от 29 июля 2017 г. N 217-ФЗ).
    
96."
Кто несет ответственность за содержание земель общего пользования в садоводческом или огородническом товариществе?,"Содержание земель общего пользования обеспечивается за счет взносов членов садоводческого или огороднического некоммерческого товарищества (Федеральный закон от 29 июля 2017 г. N 217-ФЗ).
    
97."
Что такое дачная амнистия и какие объекты она позволяет оформить в упрощенном порядке?,"""Дачная амнистия"" - это упрощенный порядок оформления прав на отдельные объекты недвижимости (земельные участки, жилые дома, садовые дома, гаражи и другие постройки), расположенные на земельных участках,10 предназначенных для ведения11 личного подсобного хозяйства, дачного строительства, огородничества, садоводства, индивидуального жилищного строительства (Федеральный закон от 30 июня 2006 г. N 93-ФЗ).
    
98."
До какого срока действует дачная амнистия?,"Срок действия ""дачной амнистии"" неоднократно продлевался. Необходимо уточнять действующее законодательство на текущий момент.
    
99."
Что такое приватизация земельного участка?,"Приватизация земельного участка представляет собой передачу земельного участка, находящегося в государственной или муниципальной собственности, в частную собственность граждан и юридических лиц в порядке, установленном законодательством.
    
100."
Какие земельные участки не подлежат приватизации?,"Перечень земельных участков, находящихся в государственной или муниципальной собственности и не подлежащих приватизации, установлен статьей 27 Земельного кодекса Российской Федерации."
Когда я должен заплатить налог на доходы со своей зарплаты?,"Налог на доходы физических лиц (НДФЛ) с вашей заработной платы обычно удерживает и перечисляет в бюджет ваш работодатель при каждой выплате зарплаты (статья 226 Налогового кодекса РФ).
    
102."
"Что мне делать, если я продал квартиру в этом году, нужно ли платить какой-то налог?","Да, при продаже квартиры может возникнуть обязанность по уплате НДФЛ. Однако, если вы владели квартирой определенное время (обычно 5 лет, в некоторых случаях 3 года), или если сумма продажи меньше определенного порога, вы можете быть освобождены от уплаты налога или иметь право на налоговый вычет (статья 220 Налогового кодекса РФ).
    
103."
"У меня есть машина, какой налог я должен за нее платить и когда?","За автомобиль вы должны платить транспортный налог. Сроки и порядок уплаты устанавливаются региональными властями (статья 356 и глава 28 Налогового кодекса РФ). Обычно уведомление об уплате приходит по почте или через личный кабинет налогоплательщика.
    
104."
"Я работаю как самозанятый, какие налоги я должен платить?","Самозанятые граждане платят налог на профессиональный доход (НПД) по льготным ставкам. Регистрация и уплата налога происходят через специальное мобильное приложение ""Мой налог"" (статья 4 Федерального закона от 27.11.2018 N 422-ФЗ, который регулирует НПД).
    
105."
"Могу ли я как-то уменьшить сумму налога, которую я плачу? Например, если я потратил деньги на лечение?","Да, Налоговый кодекс предусматривает различные налоговые вычеты, которые могут уменьшить ваш налогооблагаемый доход, например, социальные налоговые вычеты на лечение, обучение, покупку лекарств и другие (статья 219 Налогового кодекса РФ).
    
106."
Что такое ИНН и зачем он нужен?,"ИНН (идентификационный номер налогоплательщика) - это ваш персональный номер в налоговой системе. Он необходим для учета ваших доходов и уплаченных налогов, а также для взаимодействия с налоговыми органами (статья 84 Налогового кодекса РФ).
    
107."
"Что будет, если я вовремя не заплачу налог?","За несвоевременную уплату налога начисляются пени за каждый день просрочки. Также могут быть применены штрафные санкции (статья 75 и статья 122 Налогового кодекса РФ).
    
108."
"Как узнать, какие налоги я должен платить?","Информацию о действующих налогах и сборах, а также о порядке их уплаты можно получить на официальном сайте Федеральной налоговой службы (nalog.gov.ru) или обратившись в налоговую инспекцию по месту жительства (статья 21 Налогового кодекса РФ).
    
109."
"Я получил в подарок от родственника крупную сумму денег, нужно ли мне платить с этого какой-то налог?","Доходы, полученные в порядке дарения от близких родственников (супругов, родителей, детей, бабушек, дедушек, внуков, братьев и сестер), налогом на доходы физических лиц не облагаются (статья 217 Налогового кодекса РФ).
    
110."
"Что такое НДС, и кто его платит?","НДС (налог на добавленную стоимость) - это федеральный налог, который включается в стоимость большинства товаров и услуг. Его уплачивают организации и индивидуальные предприниматели при реализации товаров, работ, услуг (статья 143 Налогового кодекса РФ).
    
111."
"У меня есть земельный участок, какой налог я должен платить за него?","За земельный участок необходимо уплачивать земельный налог, который является местным налогом. Ставки и порядок уплаты устанавливаются органами местного самоуправления (статья 387 и глава 31 Налогового кодекса РФ).
    
112."
"Я открываю свой небольшой интернет-магазин, какую систему налогообложения мне лучше выбрать?","Для малого бизнеса существуют специальные налоговые режимы, такие как упрощенная система налогообложения (УСН) или патентная система налогообложения (ПСН). Выбор зависит от вида деятельности, размера доходов и других факторов. Рекомендуется проконсультироваться с налоговым специалистом (глава 26.2 и глава 26.5 Налогового кодекса РФ).
    
113."
"Что делать, если я ошибся в налоговой декларации?","Если вы обнаружили ошибку в уже поданной налоговой декларации, вам необходимо подать уточненную налоговую декларацию (статья 81 Налогового кодекса РФ).
    
114."
Как я могу узнать о своих долгах по налогам?,"Информацию о своей задолженности по налогам можно получить в личном кабинете налогоплательщика на сайте ФНС России (nalog.gov.ru) или через портал Госуслуг.
    
115."
"Мне пришло письмо из налоговой инспекции, что мне делать?","Внимательно прочитайте письмо. Возможно, вам необходимо предоставить какие-либо документы или дать пояснения. Если вы не уверены, как реагировать, обратитесь за консультацией в налоговую инспекцию или к налоговому специалисту.
    
116."
Что такое налоговый вычет при покупке жилья?,"При покупке квартиры или дома вы имеете право на имущественный налоговый вычет, который позволяет вернуть часть уплаченного подоходного налога (статья 220 Налогового кодекса РФ).
    
117."
Как получить налоговый вычет за обучение ребенка?,"Для получения социального налогового вычета за обучение ребенка необходимо подать в налоговую инспекцию декларацию по форме 3-НДФЛ и приложить подтверждающие документы (договор с учебным заведением, чеки об оплате) (статья 219 Налогового кодекса РФ).
    
118."
Что такое акцизы? На какие товары они обычно устанавливаются?,"Акцизы - это федеральные налоги, устанавливаемые на отдельные виды подакцизных товаров, такие как алкогольная продукция, табачные изделия, нефтепродукты, автомобили (статья 179 Налогового кодекса РФ).
    
119."
Что такое государственная пошлина? За какие услуги ее нужно платить?,"Государственная пошлина - это сбор, взимаемый за совершение юридически значимых действий государственными органами, например, за регистрацию брака, выдачу паспорта, регистрацию прав на недвижимость (статья 333.16 Налогового кодекса РФ).
    
120."
"Я являюсь пенсионером, должен ли я платить налог на имущество?","Пенсионеры имеют право на налоговую льготу по налогу на имущество физических лиц в отношении одного объекта каждого вида, не используемого в предпринимательской деятельности (статья 407 Налогового кодекса РФ).
    
121."
Что такое налоговая база по налогу на доходы физических лиц?,"Налоговая база по НДФЛ - это денежное выражение доходов, подлежащих налогообложению, уменьшенных на сумму налоговых вычетов (статья 210 Налогового кодекса РФ).
    
122."
Какие бывают налоговые ставки по налогу на доходы физических лиц?,"Основная ставка НДФЛ составляет 13%. Для некоторых видов доходов могут применяться другие ставки, например, 15% для доходов, превышающих определенную сумму (статья 224 Налогового кодекса РФ).
    
123."
Что такое декларация 3-НДФЛ и когда ее нужно подавать?,"Декларация по форме 3-НДФЛ используется для отчета о полученных доходах и заявления налоговых вычетов физическими лицами. Ее обычно подают до 30 апреля года, следующего за отчетным (статья 229 Налогового кодекса РФ).
    
124."
Могу ли я заплатить налоги онлайн?,"Да, уплатить налоги можно онлайн через личный кабинет налогоплательщика на сайте ФНС России, через портал Госуслуг или через мобильные приложения банков.
    
125."
"Что делать, если я не согласен с решением налоговой инспекции?","Вы имеете право обжаловать решение налоговой инспекции в вышестоящий налоговый орган или в суд в установленные сроки (статья 138 Налогового кодекса РФ).
    
126."
Что такое ЕНС?,"ЕНС (единый налоговый счет) - это способ уплаты налогов, сборов и страховых взносов одним платежом на единый счет Федерального казначейства (статья 11.3 Налогового кодекса РФ).
    
127."
"Как узнать свой ИНН, если я его потерял?","Узнать свой ИНН можно онлайн на сайте ФНС России с помощью специального сервиса или обратившись лично в налоговую инспекцию.
    
128."
Что такое налоговый резидент?,"Налоговым резидентом признается физическое лицо, фактически находящееся в Российской Федерации не менее 183 календарных дней в течение 12 следующих подряд месяцев (статья 207 Налогового кодекса РФ).
    
129."
